0.2745819 0.13729858 10.257751 
0.07846069 0.09806824 10.218536 
0.15690613 0.72569275 10.159683 
0.31381226 1.5690613 10.179306 
0.43148804 1.9809418 10.100845 
0.43148804 2.1966858 10.179306 
0.2942047 2.471283 10.3754425 
-0.019607544 2.5889587 10.257751 
-0.19613647 1.9221039 10.414658 
-0.2942047 1.2748718 10.257751 
-0.019607544 1.1571808 10.238144 
0.25497437 1.039505 10.100845 
0.19613647 0.2745819 10.453888 
0.039230347 0.17651367 10.296982 
-0.13729858 0.13729858 10.198914 
-0.13729858 0.23536682 10.493118 
-0.13729858 0.19613647 10.100845 
0.0 0.4118805 10.296982 
-0.09806824 0.3530426 10.081238 
-0.2942047 0.2745819 10.140076 
-0.19613647 0.05883789 10.296982 
-0.039230347 0.13729858 10.277374 
-0.07846069 -0.019607544 10.336212 
0.0 -0.11767578 10.39505 
0.45111084 0.039230347 10.39505 
0.31381226 -0.019607544 10.257751 
-0.07846069 -0.09806824 10.316589 
0.039230347 -0.37265015 9.924332 
0.49032593 -0.31381226 9.924332 
0.0 -0.5687866 10.571564 
-0.47071838 -0.58839417 10.493118 
-0.13729858 -0.5491791 10.787308 
0.49032593 -0.58839417 10.257751 
0.21574402 -0.4118805 10.120468 
0.13729858 -0.4118805 9.963562 
0.2942047 -0.11767578 10.002777 
0.78453064 0.21574402 10.06163 
0.43148804 -0.07846069 10.140076 
0.43148804 -0.07846069 10.140076 
-0.19613647 0.0 9.943939 
-0.17651367 -0.039230347 10.257751 
0.43148804 -0.2942047 10.0224 
0.039230347 -0.50994873 10.06163 
-0.15690613 -0.72569275 10.277374 
0.07846069 -0.7649231 10.042007 
0.3334198 -0.7060852 10.042007 
0.15690613 -0.9218292 10.140076 
-0.09806824 -0.9610443 10.179306 
-0.09806824 -0.823761 10.06163 
0.0 -0.9022064 10.081238 
-0.09806824 -0.86299133 10.081238 
-0.07846069 -0.64723206 10.0224 
0.05883789 -0.66685486 10.257751 
0.17651367 -0.4118805 10.238144 
0.0 -0.39227295 10.296982 
0.019607544 -0.31381226 10.159683 
0.19613647 -0.31381226 10.179306 
0.21574402 -0.17651367 10.296982 
0.19613647 -0.05883789 10.218536 
0.07846069 0.0 10.296982 
0.11767578 0.13729858 10.296982 
-0.019607544 0.11767578 10.296982 
-0.07846069 0.039230347 10.179306 
0.039230347 0.0 10.179306 
0.039230347 0.0 10.198914 
0.09806824 0.05883789 10.159683 
0.07846069 0.07846069 10.198914 
0.13729858 0.11767578 10.159683 
0.15690613 0.07846069 10.100845 
0.019607544 0.019607544 10.081238 
0.07846069 0.05883789 10.179306 
0.05883789 0.019607544 10.238144 
0.019607544 0.05883789 10.198914 
0.05883789 0.05883789 10.159683 
0.019607544 0.11767578 10.140076 
-0.019607544 0.07846069 10.179306 
0.0 0.05883789 10.257751 
0.07846069 0.019607544 10.179306 
0.05883789 0.05883789 10.179306 
0.07846069 0.09806824 10.218536 
0.09806824 -0.039230347 11.14035 
0.09806824 0.05883789 10.846161 
0.039230347 0.019607544 10.3754425 
0.0 0.019607544 10.238144 
-0.05883789 0.039230347 10.198914 
-0.039230347 0.019607544 10.198914 
0.07846069 0.05883789 10.316589 
